time,M=225,M=14400
8030,0.0,1.9306944444444445
8040,0.0,1.8844444444444444
8050,0.0,1.8234722222222222
8060,0.0,1.7564583333333332
8070,0.0,1.679861111111111
8080,0.0,1.596111111111111
8090,0.0,1.5099305555555556
8100,0.0,1.4201388888888888
8110,0.0,1.3250694444444444
8120,0.0,1.223125
8130,0.0,1.1232638888888888
8140,0.0,1.025763888888889
8150,0.0,0.9301388888888888
8160,0.0,0.8404861111111112
8170,0.0,0.7575694444444444
8180,0.0,0.6809027777777777
8190,0.0,0.6172916666666667
8200,0.0,0.5650694444444444
8210,0.0,0.5209722222222222
8220,0.0,0.484375
8230,0.0,0.4745138888888889
8240,0.0,0.50625
8250,0.0,0.5904861111111112
8260,0.0,0.7283333333333334
8270,0.0,0.9097916666666667
8280,0.0,1.120625
8290,0.0,1.3445833333333332
8300,0.0,1.5568055555555556
8310,0.0,1.7096527777777777
8320,0.0,1.8158333333333334
8330,0.0,1.8771527777777777
8340,0.0,1.9072916666666666
8350,0.0,1.9285416666666666
8360,0.0,1.941736111111111
8370,0.0,1.952013888888889
8380,0.0,1.9589583333333334
8390,0.0,1.9629166666666666
8400,0.0,1.9659027777777778
8410,0.0,1.9679166666666668
8420,0.0,1.9694444444444446
8430,0.0,1.9696527777777777
8440,0.0,1.969861111111111
8450,0.0,1.9697222222222222
8460,0.0,1.9696527777777777
8470,0.0,1.969375
8480,0.0,1.9643055555555555
8490,0.0,1.946875
8500,0.0,1.911736111111111
8510,0.0,1.8624305555555556
8520,0.0,1.8084722222222223
8530,0.0,1.737986111111111
8540,0.0,1.6657638888888888
8550,0.0,1.5910416666666667
8560,0.0,1.5043055555555556
8570,0.0,1.4130555555555555
8580,0.0,1.3183333333333334
8590,0.0,1.216875
8600,0.0,1.116875
8610,0.0,1.015625
8620,0.0,0.9227777777777778
8630,0.0,0.8361805555555556
8640,0.0,0.74875
8650,0.0,0.6745138888888889
8660,0.0,0.6140972222222222
8670,0.0,0.56625
8680,0.0,0.5267361111111111
8690,0.0,0.49680555555555556
8700,0.0,0.48291666666666666
8710,0.0,0.5077083333333333
8720,0.0,0.5988888888888889
8730,0.0,0.7525
8740,0.0,0.9495138888888889
8750,0.0,1.1806944444444445
8760,0.0,1.41125
8770,0.0,1.614861111111111
8780,0.0,1.761111111111111
8790,0.0,1.8503472222222221
8800,0.0,1.8979861111111112
8810,0.0,1.9210416666666668
8820,0.0,1.9325
8830,0.0,1.9413194444444444
8840,0.0,1.9461111111111111
8850,0.0,1.9501388888888889
8860,0.0,1.9531944444444445
8870,0.0,1.955
8880,0.0,1.9561111111111111
8890,0.0,1.9564583333333334
8900,0.0,1.9568055555555555
8910,0.0,1.956736111111111
8920,0.0,1.956736111111111
8930,0.0,1.9566666666666668
8940,0.0,1.9565277777777779
8950,0.0,1.9523611111111112
8960,0.0,1.9313194444444444
8970,0.0,1.895
8980,0.0,1.843888888888889
8990,0.0,1.7825694444444444
9000,0.0,1.7102083333333333
9010,0.0,1.6327777777777779
9020,0.0,1.5454166666666667
9030,0.0,1.4536805555555556
9040,0.0,1.3549305555555555
9050,0.0,1.255486111111111
9060,0.0,1.150625
9070,0.0,1.0529861111111112
9080,0.0,0.9568055555555556
9090,0.0,0.8654861111111111
9100,0.0,0.77375
9110,0.0,0.6973611111111111
9120,0.0,0.6280555555555556
9130,0.0,0.5704166666666667
9140,0.0,0.5274305555555555
9150,0.0,0.4975
9160,0.0,0.478125
9170,0.0,0.47868055555555555
9180,0.0,0.535625
9190,0.0,0.6660416666666666
9200,0.0,0.8506944444444444
9210,0.0,1.0961805555555555
9220,0.0,1.3528472222222223
9230,0.0,1.5859027777777779
9240,0.0,1.7700694444444445
9250,0.0,1.8829166666666666
9260,0.0,1.9435416666666667
9270,0.0,1.9690277777777778
9280,0.0,1.9802777777777778
9290,0.0,1.9861111111111112
9300,0.0,1.9886805555555556
9310,0.0,1.9909027777777777
9320,0.0,1.9922222222222221
9330,0.0,1.9930555555555556
9340,0.0,1.9931944444444445
9350,0.0,1.9934027777777779
9360,0.0,1.9934027777777779
9370,0.0,1.9934027777777779
9380,0.0,1.9934027777777779
9390,0.0,1.9934027777777779
9400,0.0,1.9933333333333334
9410,0.0,1.9896527777777777
9420,0.0,1.9702777777777778
9430,0.0,1.9288888888888889
9440,0.0,1.875138888888889
9450,0.0,1.8058333333333334
9460,0.0,1.7336111111111112
9470,0.0,1.638125
9480,0.0,1.5381944444444444
9490,0.0,1.4331944444444444
9500,0.0,1.330138888888889
9510,0.0,1.2228472222222222
9520,0.0,1.117361111111111
9530,0.0,1.0175
9540,0.0,0.9188194444444444
9550,0.0,0.8233333333333334
9560,0.0,0.7275694444444445
9570,0.0,0.6431944444444444
9580,0.0,0.5696527777777778
9590,0.0,0.50625
9600,0.0,0.4571527777777778
9610,0.0,0.42381944444444447
9620,0.0,0.4014583333333333
9630,0.0,0.4036111111111111
9640,0.0,0.44972222222222225
9650,0.0,0.5716666666666667
9660,0.0,0.7738888888888888
